,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
4778,2011,3598646.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4779,2012,3706555.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4780,2013,3817497.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4781,2014,3930894.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4782,2015,4046304.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4783,2016,4163532.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4784,2017,4282582.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4785,2018,4403312.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4786,2019,4525698.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4787,2020,4649660.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
4788,2006,1233996.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4789,2007,1239630.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4790,2008,1244121.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4791,2009,1247429.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4792,2010,1250400.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4793,2011,1252404.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4794,2012,1255882.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4795,2013,1258653.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4796,2014,1260934.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4797,2015,1262605.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4798,2016,1263473.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4799,2017,1264613.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4800,2018,1265303.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4801,2019,1265711.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4802,2020,1265740.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
4803,2006,107560155.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4804,2007,109170503.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4805,2008,110815272.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4806,2009,112463886.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4807,2010,114092961.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4808,2011,115695468.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4809,2012,117274156.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4810,2013,118827158.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4811,2014,120355137.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4812,2015,121858251.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4813,2016,123333379.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4814,2017,124777326.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4815,2018,126190782.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4816,2019,127575529.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4817,2020,128932753.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
4818,2006,105374.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4819,2007,104442.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4820,2008,103549.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4821,2009,102971.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4822,2010,102916.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4823,2011,103448.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4824,2012,104506.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4825,2013,105922.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4826,2014,107444.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4827,2015,108886.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4828,2016,110215.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4829,2017,111461.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4830,2018,112640.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4831,2019,113811.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4832,2020,115021.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
4833,2006,2880095.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4834,2007,2873429.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4835,2008,2867964.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4836,2009,2864346.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4837,2010,2861487.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4838,2011,2859833.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4839,2012,2859458.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4840,2013,2858692.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4841,2014,2856950.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4842,2015,2834530.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4843,2016,2802170.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4844,2017,2755158.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4845,2018,2708214.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4846,2019,2664974.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4847,2020,2620495.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
4848,2006,34189.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4849,2007,34524.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4850,2008,34860.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4851,2009,35223.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4852,2010,35609.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4853,2011,36025.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4854,2012,36459.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4855,2013,36899.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4856,2014,37320.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4857,2015,37723.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4858,2016,38070.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4859,2017,38392.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4860,2018,38682.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4861,2019,38967.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4862,2020,39244.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
4863,2006,2558854.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4864,2007,2593819.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4865,2008,2631899.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4866,2009,2673794.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4867,2010,2719902.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4868,2011,2770357.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4869,2012,2824698.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4870,2013,2881783.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4871,2014,2940111.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4872,2015,2998433.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4873,2016,3056358.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4874,2017,3113788.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4875,2018,3170214.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4876,2019,3225166.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4877,2020,3278292.0,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
4878,2006,615025.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4879,2007,615875.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4880,2008,616969.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4881,2009,618294.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4882,2010,619428.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4883,2011,620079.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4884,2012,620601.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4885,2013,621207.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4886,2014,621810.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4887,2015,622159.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4888,2016,622303.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4889,2017,622373.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4890,2018,622227.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4891,2019,622028.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4892,2020,621306.0,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
4893,2006,30804689.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4894,2007,31163670.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4895,2008,31536807.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4896,2009,31929087.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4897,2010,32343384.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4898,2011,32781860.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4899,2012,33241898.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4900,2013,33715705.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4901,2014,34192358.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4902,2015,34663608.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4903,2016,35126274.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4904,2017,35581257.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4905,2018,36029089.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4906,2019,36471766.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4907,2020,36910558.0,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
4908,2006,21080108.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4909,2007,21673319.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4910,2008,22276596.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4911,2009,22894718.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4912,2010,23531567.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4913,2011,24187500.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4914,2012,24862673.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4915,2013,25560752.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4916,2014,26286192.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4917,2015,27042001.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4918,2016,27829930.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4919,2017,28649007.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4920,2018,29496009.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4921,2019,30366043.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4922,2020,31255435.0,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
4923,2006,49301049.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4924,2007,49621479.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4925,2008,49929642.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4926,2009,50250366.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4927,2010,50600827.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4928,2011,50990612.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4929,2012,51413703.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4930,2013,51852464.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4931,2014,52280816.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4932,2015,52680724.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4933,2016,53045199.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4934,2017,53382521.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4935,2018,53708318.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4936,2019,54045422.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4937,2020,54409794.0,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
4938,2006,1971318.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4939,2007,2006516.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4940,2008,2043382.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4941,2009,2081039.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4942,2010,2118877.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4943,2011,2156698.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4944,2012,2194777.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4945,2013,2233506.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4946,2014,2273426.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4947,2015,2314901.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4948,2016,2358044.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4949,2017,2402623.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4950,2018,2448300.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4951,2019,2494524.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4952,2020,2540916.0,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
4953,2006,9827.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4954,2007,9846.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4955,2008,9880.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4956,2009,9945.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4957,2010,10009.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4958,2011,10069.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4959,2012,10136.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4960,2013,10208.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4961,2014,10289.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4962,2015,10374.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4963,2016,10474.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4964,2017,10577.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4965,2018,10678.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4966,2019,10764.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4967,2020,10834.0,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
4968,2006,26066687.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4969,2007,26382586.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4970,2008,26666581.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4971,2009,26883531.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4972,2010,27013207.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4973,2011,27041220.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4974,2012,26989160.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4975,2013,26916795.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4976,2014,26905982.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4977,2015,27015033.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4978,2016,27263430.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4979,2017,27632682.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4980,2018,28095712.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4981,2019,28608715.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4982,2020,29136808.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
4983,2006,16346101.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4984,2007,16381696.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4985,2008,16445593.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4986,2009,16530388.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4987,2010,16615394.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4988,2011,16693074.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4989,2012,16754962.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4990,2013,16804432.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4991,2014,16865008.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4992,2015,16939923.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4993,2016,17030314.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4994,2017,17131296.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4995,2018,17231624.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4996,2019,17344874.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4997,2020,17441139.0,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
4998,2006,235750.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
4999,2007,239250.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5000,2008,242750.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5001,2009,245950.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5002,2010,249750.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5003,2011,254350.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5004,2012,259000.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5005,2013,263650.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5006,2014,268050.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5007,2015,268700.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5008,2016,269350.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5009,2017,270000.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5010,2018,270650.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5011,2019,271300.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5012,2020,271960.0,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
5013,2006,4184600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5014,2007,4223800.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5015,2008,4259800.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5016,2009,4302600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5017,2010,4350700.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5018,2011,4384000.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5019,2012,4408100.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5020,2013,4442100.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5021,2014,4516500.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5022,2015,4609400.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5023,2016,4714100.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5024,2017,4813600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5025,2018,4900600.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5026,2019,4979300.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5027,2020,5084300.0,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
5028,2006,5513757.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5029,2007,5590066.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5030,2008,5667436.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5031,2009,5745538.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5032,2010,5824058.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5033,2011,5903035.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5034,2012,5982530.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
5035,2013,6062462.0,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
